A,P,L1,L2,Ec,C,EqD,Ex,S,SF,Class
27677.0,618.878,233.85045155403256,151.018623397364,0.7635138482377534,27936.0,187.72173789850524,0.6956117422338394,0.9907288087056129,0.6443958082257883,6
55758.0,939.249,364.6314431187117,196.15222280558007,0.8429789565988729,56627.0,266.44566150594983,0.7822390572390573,0.9846539636569128,0.5339604293667964,3
79044.0,1091.7849999999999,405.4557524067526,248.5061190748916,0.7901561057503819,79952.0,317.2411489294007,0.7912470720134537,0.9886431859115469,0.6121982663570358,0
40410.0,737.4859999999999,274.3634806930694,187.91609159475576,0.7286215099728497,40746.0,226.8294733996178,0.7790630422209369,0.9917537917832425,0.6835123426711373,6
27682.0,607.7289999999999,220.81477548352066,159.81670633719412,0.6900527113267628,28009.0,187.73869360725502,0.7343095124409783,0.9883251811917598,0.722855221688693,6
74407.0,1041.935,380.58728020872064,249.8268201047877,0.7543917142940247,75370.0,307.7952806738746,0.7376158612143743,0.9872230330370174,0.6540566632729704,0
65736.0,1014.17,399.52197839041236,211.150017605122,0.8489291687725522,66585.0,289.3055041175516,0.7216123649776061,0.9872493804911016,0.5243630023151338,1
41376.0,733.668,260.74695080246704,202.35723871610514,0.6306498305798076,41678.0,229.5246378996427,0.7624944714727997,0.9927539709199098,0.7748544738932911,2
40150.0,722.163,251.26718369294682,203.66525074547553,0.5856659462910387,40443.0,226.09857965302828,0.765855984740105,0.9927552357639147,0.809699971863542,2
66371.0,992.178,373.0059387122511,228.91525313331493,0.78953615877769,67609.0,290.6994699403793,0.750361778139556,0.9816888284104187,0.6073751048366496,1
43665.0,764.3639999999999,274.0552333023585,203.11893778264457,0.6713277762819698,44090.0,235.7880504199924,0.7811829111206526,0.9903606259922885,0.740231195802284,2
33429.0,679.27,249.38129165114574,171.01417977133923,0.7278335408869406,33812.0,206.30832445868913,0.8155005854800936,0.988672660593872,0.6843933229854237,6
35316.0,686.525,247.07745941773547,182.15457805934722,0.6756345202874738,35688.0,212.05123852943422,0.7644155844155844,0.9895763281775387,0.7365722834192665,6
59039.0,930.334,349.79416725788093,217.0338862580438,0.7842367433631555,60458.0,274.1729189428074,0.763616374571558,0.9765291607396871,0.6143614893869611,1
62236.0,992.987,412.9228673130461,193.36530043539724,0.8835778426527474,62840.0,281.4983770932571,0.8317652090238427,0.9903882877148313,0.46474413951900156,3
42598.0,785.173,294.274185025084,184.9867064341422,0.7777124173109381,43156.0,232.88936885703575,0.6824524583860684,0.9870701640559829,0.6263181490569206,4
62209.0,977.9780000000001,344.174160971056,231.39784145116658,0.7402535970835045,63383.0,281.4373088956575,0.7798741349914753,0.9814776832904722,0.6686622634412974,0
36197.0,710.4409999999999,262.17113841093953,176.13943556489667,0.7406880766702417,36607.0,214.67988215195825,0.7775772808317759,0.9887999562925124,0.6705218531991263,4
48802.0,839.221,315.8696782597572,198.1929815400575,0.7786554467943805,49515.0,249.27221317701137,0.8066979635017191,0.9856003231344037,0.6227759933892159,4
45137.0,774.785,272.9422702041845,210.77777270508702,0.6353272096351231,45520.0,239.729458620986,0.7691010087241004,0.9915861159929701,0.7714383241036681,2
40535.0,750.716,281.52237435927304,184.15814825721537,0.756363962267771,40902.0,227.18002761211164,0.7848319392812887,0.9910273336267175,0.6512001060748777,6
43113.0,745.717,251.36545568337812,218.7032870343644,0.4929440188946631,43461.0,234.29292881383992,0.771072916852968,0.9919928211499965,0.8687747199832248,2
80862.0,1102.8149999999998,426.12766503393055,244.8878290506354,0.8183769223273506,82724.0,320.86865859160304,0.7846337463733662,0.9774914172428799,0.5669896571178721,1
23971.0,580.5899999999999,217.29065515349225,141.1057253132181,0.7604581069259748,24255.0,174.70210395655397,0.7847765591749877,0.9882910740053598,0.6464190874753435,6
30188.0,673.779,232.46612202938047,166.0480848071781,0.6998504593453627,30767.0,196.05243017230134,0.7800516795865633,0.9811811356323333,0.711254649313602,6
45236.0,824.0559999999999,334.3255056969277,172.7937101946734,0.8560803600097862,45823.0,239.99221663553968,0.7926128399215027,0.9871898391637387,0.5152942468171609,3
35155.0,687.569,254.84172691647396,175.798438821126,0.7239677602312984,35502.0,211.56733253308423,0.7332359995828553,0.9902259027660414,0.6892172556024992,6
85330.0,1118.8809999999999,426.934459172948,258.29299123230277,0.7962296646415971,87158.0,329.6142144268834,0.8036958896884301,0.979026595378508,0.5960592683637622,1
48889.0,826.058,316.85991327796,197.60783045596008,0.7817083710920726,49359.0,249.49430474974247,0.7567722361536795,0.9904779270244535,0.6199928408930508,4
58891.0,981.815,347.1969327877299,216.4020640681188,0.7819960853452341,60173.0,273.8290525656444,0.7586015895711765,0.9786947634321042,0.6220242092700945,0
70954.0,1014.5009999999999,382.21369847495174,239.62982058953952,0.7790575113943224,72407.0,300.56852572606255,0.7417078703364938,0.9799328794177359,0.6184071556388685,1
36253.0,681.763,237.31202763962247,194.78112457819407,0.5712434638436921,36493.0,214.8458824722593,0.7821574973031283,0.9934233962677774,0.8196238165298882,2
53054.0,924.223,372.24060600893694,184.98152474150905,0.8677844744889918,54176.0,259.90469562202856,0.7102846279486974,0.9792897223862965,0.4875068906163908,3
59802.0,1015.5169999999999,375.26400850397334,206.2712910954468,0.8353820174550283,61962.0,275.93889043455295,0.6653612078461042,0.9651399244698363,0.540694560682823,0
32049.0,658.289,245.26882756422268,167.15067887812742,0.731818215568267,32335.0,202.00508451327957,0.8093181818181818,0.9911550950981908,0.6783282302030988,6
74734.0,1062.473,381.3988414159924,250.9818411113944,0.7529688872393361,75706.0,308.47088053208137,0.8267401212443029,0.9871608591128841,0.6541383444059222,0
26499.0,602.783,227.5733875791488,148.38378468625362,0.7581965352139923,26808.0,183.68335443348445,0.7487285262206148,0.9884735899731424,0.6514733508236976,6
66107.0,1108.5649999999998,367.6165950707181,230.63670904651178,0.7787101670007208,67763.0,290.12074483533127,0.6993525590842731,0.9755618848043918,0.622826884994125,0
23811.0,571.519,198.33517513253213,153.29391514467696,0.6345238052260399,24175.0,174.11808291986492,0.7515386800492377,0.9849431230610134,0.7707051581534672,6
49265.0,845.236,324.3748562474875,194.36248026897707,0.8006061441538332,49881.0,250.4518839445569,0.7324561403508771,0.9876506084481065,0.5961482045493057,4
50781.0,907.117,366.984978187995,178.10331497321752,0.8743393792024301,51606.0,254.27618315759793,0.6304830959859951,0.98401348680386,0.4800813028095452,3
188247.0,1691.965,664.188712816929,368.01324415058303,0.8324638635530661,194252.0,489.5748406298675,0.7275471318920005,0.9690865473714556,0.5433193851165414,5
65284.0,1020.755,383.2241246734474,222.1171220631091,0.81490034443764,67271.0,288.30915774302133,0.7212107821475917,0.9704627551247937,0.5659931731942865,0
70518.0,1045.719,371.09996845348724,243.2863132985028,0.7551243327415881,71865.0,299.6436320291726,0.8072115384615385,0.9812565226466291,0.6519709876691621,0
48224.0,796.462,275.8280278573867,222.86146738215643,0.5892201653440572,48642.0,247.79165402674175,0.7793777777777777,0.9914066033469019,0.8070427877258566,2
47450.0,825.9729999999998,321.94816759878813,188.4459535186945,0.8107950867144669,47802.0,245.7950699214357,0.81607732526142,0.992636291368562,0.5828736467801912,4
52210.0,861.858,331.837025900996,201.48424055556626,0.7945656137791519,52818.0,257.8290841441726,0.8189033189033189,0.9884887727668598,0.6036902018778363,4
29636.0,628.137,229.89717356970675,164.58491903984407,0.6981959937291237,29912.0,194.2517107975404,0.7871865703357416,0.990772933939556,0.7139411933890057,6
21666.0,531.318,187.1686348226686,147.6309493275189,0.6147025340913114,21877.0,166.0903608769396,0.8109139905681563,0.9903551675275404,0.7874495008944976,6
70286.0,1025.4489999999998,388.3760551322158,232.41660125178097,0.8011737144020945,71633.0,299.1503211451655,0.7755782132768362,0.9811958175701143,0.5932995986007513,1
38306.0,726.9939999999999,259.0525364871254,188.89065792353725,0.6843436261797403,38777.0,220.8454527506173,0.7131474103585658,0.9878536245712665,0.7267770837575505,6
73393.0,1088.136,389.2834068470321,241.22320990930763,0.7848706575818148,75049.0,305.690807690954,0.6891879202193592,0.9779344161814282,0.6166418190388452,0
37405.0,712.42,262.53015730638896,181.9229176545698,0.7209759591159044,37772.0,218.23273166694943,0.7375093655112583,0.9902838081118289,0.6910053027351459,6
31283.0,655.438,239.83534141678382,166.36357216402033,0.7203050307569361,31666.0,199.57643317273232,0.7435233160621761,0.9879050085264953,0.6924559537428671,6
41169.0,742.1259999999999,270.21411191901905,194.1998311173996,0.6953319640676293,41553.0,228.9497735687937,0.7588755760368664,0.9907587899790629,0.7179007121027632,2
45081.0,795.047,295.81589940759704,194.4432887907717,0.7536187128302215,45531.0,239.5807002164529,0.7110119235379472,0.9901166238387032,0.6559347425767593,4
36109.0,710.391,279.7790742219132,164.62372520527396,0.8085655285958512,36403.0,214.4187648524307,0.8055549358616844,0.9919237425486911,0.5873474970284399,6
102379.0,1296.377,456.7220676976273,286.5575739620283,0.7786792388137441,104111.0,361.0443066306977,0.7394121045789398,0.9833639096733294,0.6249093310168804,0
33424.0,668.5559999999999,243.58255790547588,175.15602627935579,0.6949244099499322,33705.0,206.29289503816673,0.7537434602200974,0.9916629580180982,0.7172592664919928,6
34722.0,670.391,227.25935149840683,194.73186267916822,0.5155315034794671,34999.0,210.26037066526428,0.7903758166215201,0.9920854881568045,0.8559951919255452,2
56778.0,908.906,315.9444788379022,229.55282075853668,0.6871023544983709,57545.0,268.871707085318,0.7592265725288831,0.9866713007211747,0.7242169219401574,0
41974.0,754.7199999999999,285.4805882427915,187.513458906301,0.7540348971508865,42324.0,231.17732728516808,0.8030842230130486,0.9917304602589547,0.6557485076345028,2
62517.0,1011.3700000000001,404.4650896908705,198.30901311291066,0.8715540397787666,63535.0,282.1331540571015,0.6267368421052631,0.9839773353269852,0.4865709346836959,3
45037.0,782.1759999999999,255.57746831601176,224.64293487345805,0.47689143810236545,45554.0,239.46375378381904,0.7911638120333773,0.9886508319796286,0.8778785641179836,2
37493.0,711.31,258.55980317244223,185.00034234204014,0.69860955105957,37853.0,218.48929092922486,0.790591261808367,0.990489525268803,0.7140658992476092,6
39407.0,742.093,268.9489967862623,187.04110642239252,0.718572594862072,39861.0,223.9967650198961,0.7212775693236936,0.9886104212137177,0.693655182282846,4
56539.0,943.1469999999999,370.374562793726,196.6759750272385,0.8473598364393298,57599.0,268.3052191437605,0.695727610562843,0.9815969027240056,0.5247783840479346,3
65521.0,1015.78,403.44999470590136,207.3342861151963,0.8578481170961787,66400.0,288.8320069012307,0.795679207247468,0.9867620481927711,0.5125204603416225,3
40750.0,750.179,280.49554570025043,185.40799242428199,0.7503845292348256,41120.0,227.78171886250635,0.7995212682467431,0.9910019455252919,0.6594559539961179,4
52612.0,889.871,347.9376739206413,196.36836933454907,0.8255164871232866,53606.0,258.81978078888477,0.6901744719926538,0.9814572995560199,0.5533399399227499,3
33795.0,674.023,253.33146087199935,170.07441975094403,0.7411392291051081,34066.0,207.43464130738823,0.7534109149277689,0.992044854106734,0.6704776636601953,6
43752.0,771.4839999999999,283.6548137049565,196.59316098172772,0.7208685300967375,44112.0,236.02283059325603,0.7722122206925766,0.9918389553862894,0.6923532144235836,2
36115.0,695.3670000000001,251.95581919335314,183.44321365689797,0.6854954535309713,36515.0,214.43657840515547,0.7633531314070724,0.9890455976995756,0.7243508118451181,6
80340.0,1105.4879999999998,428.2028752347295,240.56285953325917,0.8272754906088102,81292.0,319.8313071355319,0.7497340375893541,0.9882891305417507,0.5578825634692004,1
50709.0,895.149,361.2876601618736,179.433515488428,0.8679509087843257,51399.0,254.095856073993,0.6684198038595381,0.9865756143115625,0.494639629251856,3
39320.0,736.4590000000001,271.2158664815388,185.22151225428107,0.7304836138654097,39800.0,223.74936625382117,0.7671446688127987,0.9879396984924623,0.6806023469076595,4
45419.0,814.808,313.6850611227195,185.4262519190643,0.8065819003345773,45911.0,240.47716499145267,0.6654798534798535,0.9892836139487269,0.5877058501561027,4
42402.0,800.7449999999999,318.2932119824841,171.8010822757311,0.8418206847933258,43064.0,232.35297109324935,0.7032190656251555,0.9846275311164778,0.5328950751976265,3
28332.0,625.573,233.95352302186444,154.45771803402548,0.7510838286994918,28659.0,189.9300470737493,0.7794651700231099,0.9885899717366272,0.6590648847046336,6
71587.0,1129.8410000000001,377.2378913109887,242.3102324620606,0.7664303726567664,73128.0,301.9062756700431,0.7061951267633422,0.9789273602450498,0.6404919331941289,0
44466.0,794.113,295.00618766803217,192.54441916360264,0.7576343368860196,44975.0,237.94089517397748,0.7032198886639676,0.9886826014452473,0.6505428855923056,4
30610.0,637.7389999999999,230.06376536966192,170.1246363857505,0.6731924540704177,30942.0,197.4179892115795,0.7782862954487668,0.9892702475599509,0.7363376401349941,6
58434.0,980.7059999999999,396.41790733866264,190.07408144408797,0.8775533265970059,59309.0,272.7645130090322,0.6066652823920266,0.9852467585020823,0.47344464166503386,3
36982.0,708.8960000000001,244.45263981385455,192.91531557200696,0.6141715317969133,37558.0,216.9952645644503,0.7600238393719558,0.984663720112892,0.787972479771945,2
33647.0,679.9820000000001,251.69128698575415,170.97404163280248,0.7338601353444848,34049.0,206.97992888612177,0.7706772944868183,0.9881934858586156,0.6762699715719632,6
37968.0,724.161,269.7300926496259,179.521050127292,0.7463460356371413,38324.0,219.8689587788705,0.7741619770002447,0.9907107817555578,0.6644602976200389,6
41117.0,734.27,248.86715508511705,210.53722253087878,0.5332108879408375,41527.0,228.80513622048713,0.7757924528301887,0.9901269053868568,0.8452717842084655,2
43753.0,782.6249999999999,269.71752911546497,206.83905131892786,0.6417990540983597,44377.0,236.02552785831784,0.7824912814092819,0.9859386619194628,0.7657722251466497,2
24567.0,583.2139999999999,220.85988188277307,141.9189579419016,0.7662230998324442,24838.0,176.86061148686767,0.7598119568242971,0.9890892986552863,0.6412517647737446,6
27770.0,610.6560000000001,224.8720126262933,157.33070308859857,0.7144901003685901,28076.0,188.03686382540917,0.7379357993197279,0.9891010115401054,0.699222161523763,6
46021.0,782.884,281.7103844567642,208.41048118559976,0.6728223977855692,46432.0,242.06560492613758,0.7404827031375704,0.9911483459682977,0.7383469025547932,2
32859.0,675.5039999999999,252.44477667569623,166.2080841166966,0.752673608392133,33272.0,204.54187395360566,0.7187007874015748,0.9875871603750902,0.6564953929485887,6
39255.0,754.3649999999999,293.32980378045886,171.31074251586267,0.8117386047365888,39769.0,223.5643494132703,0.7163974815220366,0.9870753602051849,0.5808884172925911,4
34623.0,675.213,228.19437071770486,193.50330052000945,0.5300349695630745,34965.0,209.96040759477856,0.759576148479663,0.9902187902187902,0.8465740676834456,2
50074.0,841.114,312.14992736214435,205.13836464744185,0.7537345782509641,50768.0,252.4998949763515,0.6931616832779623,0.986329971635676,0.6543286361019113,4
72553.0,1029.989,389.2478023403679,239.3532822013146,0.7885954587806524,73700.0,303.9364221168142,0.78483189823028,0.9844369063772049,0.6096957320886077,1
36105.0,712.899,247.7712990136734,185.70467735497084,0.6620039373774027,36668.0,214.4068883283908,0.7427789664252797,0.9846460128722592,0.748816615591516,2
49227.0,807.687,289.38303616925026,216.80527172592178,0.6623457885657086,49748.0,250.35527369855396,0.7530173007204809,0.9895272171745598,0.7484578549239111,2
45244.0,774.166,278.4999888295351,207.11006206993684,0.6685549667936491,45600.0,240.01343704467402,0.7536898217557888,0.9921929824561404,0.7427125255277798,2
28376.0,620.275,231.06593026217976,156.82542819951598,0.7344117000306732,28702.0,190.0774718934492,0.7180888753922462,0.9886419064873528,0.6766895403886741,6
34835.0,701.9479999999999,266.0100410204759,167.1449251528988,0.7779383092809623,35264.0,210.60223061698417,0.7593957098011859,0.9878346188747731,0.6268012778596647,6
35066.0,674.509,229.03917130401985,195.11797588589872,0.5237079968016227,35356.0,211.29935607020485,0.7887089518668466,0.9917977146736056,0.8510926103466789,2
33736.0,655.7289999999999,221.3902680478974,194.13595156285277,0.48068252930978544,33988.0,207.25349039566365,0.7868638335588002,0.9925856184535718,0.8763682890802799,2
73094.0,1052.343,369.04610154132337,253.2377064813987,0.7274173406632478,74275.0,305.0674864400859,0.7757718555311449,0.9840996297542914,0.6833301821408347,0
32057.0,642.0819999999999,215.91828527398093,189.3033869113692,0.4809714696790997,32301.0,202.03029496977703,0.7798049089007273,0.9924460543017244,0.8754959686671788,2
30653.0,656.694,231.92709626091204,169.4642244674109,0.6827213304782827,31156.0,197.55660395129024,0.7407326857087623,0.9838554371549622,0.7255713446284756,6
28753.0,622.095,226.5597708047845,162.06003690726945,0.6988092275391233,29065.0,191.33597839865382,0.7364255711504969,0.9892654395320832,0.7132268589933562,6
67236.0,1008.387,344.0350656046625,249.566195033015,0.6883178921995482,68429.0,292.58765187514905,0.755036496350365,0.9825658711949612,0.7232801844548471,0
40623.0,754.866,280.67074452891404,185.08647126869866,0.751754212813135,41153.0,227.426493676037,0.8062678628135916,0.9871212305299735,0.6565802546920299,4
39158.0,742.484,281.33414478281907,178.55978570946343,0.7727673828416023,39590.0,223.2879622656347,0.694290780141844,0.9890881535741349,0.629920484678778,3
36555.0,709.93,266.67772184363196,175.1535006927318,0.7540662194940285,36948.0,215.73889671960842,0.747454300085879,0.9893634296849626,0.6544604913325575,6
176492.0,1593.206,587.5180638468955,383.51100411888297,0.7575607925228128,178253.0,474.0428184556732,0.7527113764793688,0.9901207833809249,0.6510175483028917,5
45428.0,790.9179999999999,292.4961358706166,198.52836983466682,0.7343801027539071,45923.0,240.5009896824314,0.7647811447811448,0.9892210874725084,0.6760728094245247,4
50855.0,893.0150000000001,364.23689153070364,179.32220228070608,0.87041257757756,51595.0,254.46138616203973,0.7208260690847755,0.9856575249539684,0.48806303401731604,3
41116.0,783.226,296.7691431107022,177.16383348787946,0.8022596528164004,41778.0,228.80235383695455,0.6921885521885522,0.9841543396045765,0.5944064187972963,4
45738.0,796.17,295.582675784352,197.6050451518468,0.7436877326810571,46311.0,241.32018211723792,0.7605886754801696,0.9876271296236315,0.6665447870024196,4
39176.0,734.7289999999999,273.4148496726877,182.95847067931012,0.7431177329375,39576.0,223.3392764485117,0.799608115279422,0.9898928643622398,0.6672460526099597,4
76455.0,1065.907,370.7141125731267,263.9559258246353,0.7021590105496249,77338.0,312.002450940256,0.7652157376917919,0.9885825855336315,0.7083334849239243,0
237270.0,1921.685,738.1445017251737,412.9216472112919,0.8288945432688987,240671.0,549.6376504382793,0.7841147933217888,0.9858686754947625,0.5544599361524565,5
55696.0,900.9599999999999,350.919517333129,203.4276025479022,0.8148308837804665,56318.0,266.29748343454094,0.8242589276464756,0.9889555737064526,0.5758628706999976,4
53382.0,897.04,345.2883089910031,201.84381823301518,0.8113461338929366,54762.0,260.7068725159589,0.7617620617320947,0.9748000438260107,0.5700870971439196,3
35942.0,698.6579999999999,252.93401092911233,181.26659669259885,0.6974271504022977,36276.0,213.92235908588708,0.7756819751381215,0.9907928106737237,0.7153159295877254,6
29098.0,638.41,243.22995836463267,152.7184161302225,0.7783128472264386,29464.0,192.48045166380862,0.7118950922346724,0.9875780613630193,0.6262375822041814,6
71493.0,1036.269,386.91273176697285,235.89211565412813,0.7926493175479302,72432.0,301.7079958697664,0.7668125361992406,0.9870361166335322,0.6080616284809218,0
28122.0,640.318,248.99211256553073,145.37238296156966,0.8118663507989925,28556.0,189.22484635227542,0.7404618341715158,0.9848017929682028,0.5775440880147685,6
33096.0,672.63,254.9744644971456,165.76136522496097,0.7598403882960788,33371.0,205.27819166330102,0.7938023169356967,0.9917593119774655,0.6481749604216266,6
63409.0,990.243,374.80875134729536,218.03351515419627,0.8133895504330872,64645.0,284.13877998631574,0.7643690631177974,0.9808801918168458,0.574700503428133,1
74943.0,1066.916,417.25715284008425,230.4865741251468,0.833589143454961,76013.0,308.9019119414564,0.7869022869022869,0.9859234604607107,0.5480669480179723,1
33731.0,680.88,254.70590011202992,169.09315813320694,0.7478425847494087,34200.0,207.23813134522752,0.7164156914385235,0.9862865497076023,0.6620050840482751,6
45320.0,803.5550000000001,302.5886454815311,191.5670752757242,0.7740748711720286,45915.0,240.21493743603367,0.7799270324223859,0.9870412719154961,0.6302237496344988,4
23913.0,579.246,215.5886663527975,141.4866384928374,0.7545169983420491,24269.0,174.49062219286154,0.7372364039955605,0.9853310808026701,0.6550769685160023,6
32897.0,678.629,246.92047846330354,170.44000738745237,0.723558803523886,33261.0,204.66011165625957,0.7264115529843002,0.9890562520669853,0.686992813135575,6
73078.0,1039.637,407.6758980169291,231.4350612685857,0.8232398197436182,74426.0,305.0340955535236,0.6899097466107775,0.9818880498750436,0.559843575283475,1
31093.0,668.238,254.2949545221974,155.87077824509754,0.7901196055414492,31472.0,198.9694377648246,0.7755992915762429,0.9879575495678699,0.612205544738813,6
41676.0,751.209,272.2269284965135,195.40332886721603,0.6962537464454653,42073.0,230.35522843291974,0.7428877005347594,0.9905640196800799,0.7160345557161085,6
45297.0,854.1809999999999,341.5499689442742,169.67061715658426,0.8678841766587285,46087.0,240.15397489500077,0.6267312348668281,0.9828585067372578,0.49439157140109136,3
40000.0,727.8770000000001,246.69916253897648,206.88846214128074,0.5447068445777322,40425.0,225.6758334191025,0.7558578987150416,0.9894867037724181,0.8368252184241054,2
54628.0,943.267,388.2664325384299,181.37581929341744,0.8841819511132427,55356.0,263.7319280060578,0.8183970037453183,0.986848760748609,0.46138739831412073,3
38273.0,746.449,280.91082988826184,173.86253611586966,0.7854506492972066,38743.0,220.75030485969637,0.7313498433081098,0.9878687762950726,0.6175408034336617,4
73347.0,1082.9679999999998,363.79764633530704,257.6648280399842,0.7059475224059879,74564.0,305.59499486688253,0.8148308615230795,0.9836784507268923,0.7056229603902391,0
48215.0,842.866,318.9581979807738,193.5237908396192,0.7949025223586745,48821.0,247.76853038553114,0.6769392769392769,0.9875873087400914,0.6034270182627994,4
40393.0,741.285,275.6375478738627,186.94762237252954,0.734843099452312,40818.0,226.78175616765876,0.7320755400898942,0.9895879268949973,0.6769233153328755,6
79101.0,1086.6979999999999,419.85999178588,242.90888657588687,0.8156487976881827,80579.0,317.3555123644398,0.8086548488008342,0.981657752019757,0.5713248399776554,1
43678.0,767.654,276.27785554655384,202.08173524263228,0.6819016869377409,44155.0,235.82314736883322,0.7970437956204379,0.9891971464160344,0.7285858120306037,4
40774.0,732.684,262.44896810199174,198.01254531121066,0.6563228279138399,41143.0,227.8487858142578,0.7394095459161468,0.991031281141385,0.7537089946770741,6
39557.0,765.521,303.6402702873372,167.2081587361308,0.8347174524043302,40200.0,224.42267414655058,0.8126759116589625,0.9840049751243781,0.5462792786469055,3
55382.0,922.802,367.7977105667002,193.38458261248428,0.8506140337351473,55970.0,265.5457634128678,0.7035315040650406,0.9894943719849919,0.5212675749539459,3
74450.0,1065.0639999999999,379.392112310424,250.76134514510605,0.7504250003686168,75382.0,307.88420567728525,0.7973482414428308,0.9876363057493831,0.6585643625776952,0
60956.0,951.012,368.42624488174283,211.23378419549988,0.8193170143250899,61512.0,278.5885670462386,0.7471379893609198,0.9909611132787098,0.571775391246706,1
46642.0,875.771,362.17277169290884,164.8783189942972,0.8903648339197693,47195.0,243.69332950562568,0.6478595438508764,0.9882826570611294,0.4527471130775562,3
79796.0,1110.3880000000001,431.5476329188217,238.29028759053853,0.8337275082205736,81173.0,318.7466434516402,0.6875172318720706,0.9830362312591625,0.5455489982919921,1
182835.0,1612.474,572.7845687564542,408.7107612633649,0.7006037180542214,184739.0,482.48601240000056,0.8136197367367101,0.9896935676819729,0.709556260531554,5
26031.0,597.9909999999999,227.27332937512855,146.1657256929377,0.7657591217738879,26319.0,182.05410895939983,0.7959576810176126,0.9890573350051294,0.6416586048497126,6
52334.0,856.496,310.3229430284949,215.44842571132284,0.7197130386546196,52812.0,258.13507769028604,0.7084416287632662,0.9909490267363478,0.6919365597911976,4
169004.0,1546.598,566.4156578255336,380.97076665595773,0.740006892783416,170517.0,463.87775977990304,0.7360352591740922,0.9911269844062469,0.6707128108171764,5
72404.0,1074.953,424.6557135876437,220.86968295711472,0.8540964168854763,74367.0,303.62416899351854,0.7556566752943141,0.9736038834429249,0.5112092869282866,1
29817.0,654.9399999999999,249.93937983657347,153.51276584946064,0.7891504077960237,30306.0,194.84399786847,0.7611037369818257,0.9838645812710355,0.6077216218260294,6
30440.0,640.64,230.03484306951538,168.91004544531074,0.6788464428436295,30761.0,196.86902179301433,0.8125133461456331,0.9895647085595397,0.7324323547158647,6
41780.0,744.211,257.19755406462286,207.01247664872614,0.5934412425592698,42194.0,230.64246829028494,0.7630771478667446,0.9901881784139925,0.8041644792533835,2
33332.0,709.0609999999999,269.7650498909218,157.7832912696297,0.8111115241726274,33788.0,206.00878744634278,0.672395707254095,0.9865040842902806,0.5831766490837438,6
29921.0,652.57,245.93193024980556,155.3999689249954,0.7750645727660225,30344.0,195.18350447212697,0.6939007421150278,0.9860598470867388,0.6298779217201592,6
37998.0,727.603,247.75758682163735,196.10551059407646,0.6111410402267402,38651.0,219.9558051537779,0.7534950127902595,0.9831052236682104,0.7881646137424014,2
42935.0,768.8259999999999,287.5230778659216,191.2859613342517,0.7465858638816057,43389.0,233.8087676995972,0.693349912796331,0.9895365184724239,0.6612659617618708,4
33433.0,657.349,225.00251253121743,189.56601542545582,0.5386866213154292,33708.0,206.32066716432143,0.77680708194893,0.9918416992998694,0.8408349039614311,2
75698.0,1060.111,414.11515066454353,235.80647025317091,0.8220450445939799,77042.0,310.454001516106,0.7574041463219403,0.9825549700163547,0.5620206649234677,1
28278.0,680.236,237.10943140196107,153.08917166602063,0.7636353702424514,29241.0,189.74896006571663,0.7120231650509883,0.9670667897814712,0.6404144913909949,6
39419.0,742.776,274.0830960711474,184.58676600901484,0.7392144780816939,39978.0,224.03086754712032,0.8171434494195688,0.9860173095202361,0.6681149939259382,4
